name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,purpose,performance_score
SHARKK MS-SK2541,79.11,Laser,Wired,16400.0,Right,Black,Mid-Range Gaming,51.33
SHARKK SK137G,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
SIIG JK-US0A12-S1,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
SIIG JK-US0B12-S1,51.56,Optical,Wired,1000.0,Both,Black / Blue,Mid-Range Gaming,25.67
SIIG JK-US0C12-S1,18.11,Optical,Wired,1000.0,Both,Black / Red,Office/Budget,25.67
SIIG JK-US0D12-S1,14.3,Optical,Wired,1000.0,Both,White / Silver,Office/Budget,25.67
SIIG JK-US0H12-S1,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Toshiba PA3570U-1ETA,86.23,Laser,Wired,1600.0,Both,Black / Silver,Mid-Range Gaming,26.67
Zalman ZM-M130CB,29.47,Optical,Wired,2400.0,Right,Black / Blue,Office/Budget,28.0
Zalman ZM-M130CWH,28.25,Optical,Wired,2400.0,Right,White,Office/Budget,28.0
Zalman ZM-M501R,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Zalman ZM-M520WBK,99.74,Optical,Wireless,16000.0,Right,Black,Mid-Range Gaming,66.67
Zalman ZM-M520WR,88.78,Optical,Wireless,16000.0,Both,Red,Mid-Range Gaming,66.67
Cobra Auroza type G,58.2,Optical,Wired,3000.0,Right,Black,Mid-Range Gaming,29.0
Lenovo ThinkPad X1,41.13,Laser,Bluetooth Wireless,1000.0,Both,Black / Red,Portable,41.67
UtechSmart Uranus,79.11,Laser,Wired,16400.0,Right,Black,Mid-Range Gaming,51.33
Sentey Lumenata Pro SP,90.33,Laser,Wired,8200.0,Right,Black,Mid-Range Gaming,37.67
Asus Cerberus Arctic,29.1,Optical,Wired,2500.0,Both,White / Black,Office/Budget,28.17
Ducky Secret RGB,32.72,Optical,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
Thermaltake VENTUS Z,97.5,Laser,Wired,11000.0,Right,Black,Mid-Range Gaming,42.33
Mars Gaming MM1,50.01,Optical,Wired,3200.0,Right,Black / Red,Mid-Range Gaming,29.33
Cougar Revenger,65.95,Optical,Wired,12000.0,Right,Black,Mid-Range Gaming,44.0
Hcman 325US,55.26,Laser,Wired,3000.0,Right,Black / Yellow,Mid-Range Gaming,29.0
Hcman Donkey112,26.53,Laser,Wired,2000.0,Right,Black / Yellow,Office/Budget,27.33
NOX Krom Khanda,102.42,Optical,Wired,4000.0,Right,Black / Orange,Mid-Range Gaming,30.67
NOX Krom Korps,138.71,Laser,Wired,8200.0,Right,Black / Orange,Mid-Range Gaming,37.67
Creative Labs Siege M04,65.95,Optical,Wired,12000.0,Right,Black,Mid-Range Gaming,44.0
RIOTORO URUZ Z5 Lightning RGB,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Cougar 450M (Black/Orange),77.39,Optical,Wired,5000.0,Both,Black / Orange,Mid-Range Gaming,32.33
GAMDIAS ZEUS P1 RGB,65.95,Optical,Wired,12000.0,Right,Black,Mid-Range Gaming,44.0
Gigabyte AIRE M73,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
MSI Interceptor DS100,72.39,Laser,Wired,3500.0,Both,Black / Red,Mid-Range Gaming,29.83
Cougar 450M (Black/Green),41.3,Optical,Wired,5000.0,Both,Black / Green,Mid-Range Gaming,32.33
Cougar Minos X1,22.03,Optical,Wired,2000.0,Right,Black,Office/Budget,27.33
Cougar Minos X3,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Razer D.Va Abyssus Elite,76.45,Optical,Wired,7200.0,Both,Blue / Pink,Mid-Range Gaming,36.0
GranVela 325,38.06,Optical,Wired,3000.0,Right,Black / Yellow,Mid-Range Gaming,29.0
Microsoft ELH-00001,27.86,Optical,Bluetooth Wireless,3200.0,Both,Gray,Office/Budget,45.33
HP Pulsefire FPS,50.01,Optical,Wired,3200.0,Right,Black / Red,Mid-Range Gaming,29.33
HIRALIY HR-F300,32.72,Optical,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
Rosewill ION D21,47.93,Optical,Wired,4000.0,Right,White,Mid-Range Gaming,30.67
Adesso iMouse X2,22.99,Optical,Wired,3200.0,Right,Black,Office/Budget,29.33
Adesso iMouse S60B,19.53,Optical,Wireless,1600.0,Right,Black / Silver,Office/Budget,42.67
Adesso iMouse S60L,15.21,Optical,Wireless,1600.0,Right,Blue / Black,Office/Budget,42.67
Adesso iMouse S8L,10.79,Optical,Wired,1600.0,Both,Blue / Black,Office/Budget,26.67
Razer Deathadder Elite Overwatch Edition,238.1,Optical,Wired,16000.0,Right,Black / Orange,Mid-Range Gaming,50.67
Mionix AVIOR-7000,49.99,Optical,Wired,7000.0,Both,Black,Mid-Range Gaming,35.67
IOGEAR Kaliber Gaming FOKUS II Pro,44.99,Optical,Wired,12000.0,Both,Black / Green,Mid-Range Gaming,44.0
Mionix Castor French Fries,35.53,Optical,Wired,5000.0,Right,Yellow,Mid-Range Gaming,32.33
Mionix Castor Shark Fin,56.4,Optical,Wired,5000.0,Right,Gray,Mid-Range Gaming,32.33
Mionix Castor Black,32.72,Optical,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
Mionix Castor Frosting,35.53,Optical,Wired,5000.0,Right,Pink,Mid-Range Gaming,32.33
Cougar 700M EVO,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Mionix Avior Shark Fin,51.81,Optical,Wired,5000.0,Both,Gray,Mid-Range Gaming,32.33
Mionix Castor Ice Cream,410.47,Optical,Wired,5000.0,Right,Blue,Mid-Range Gaming,32.33
Zowie EC1-B CS:GO,38.06,Optical,Wired,3200.0,Right,Black / Gold,Mid-Range Gaming,29.33
IOGEAR Kaliber Gaming KORONA RGB,32.95,Optical,Wired,5000.0,Right,Black,Mid-Range Gaming,32.33
MSI CLUTCH GM10,19.19,Optical,Wired,2400.0,Right,Black / Red,Office/Budget,28.0
SteelSeries Rival 310 PUBG Edition,54.45,Optical,Wired,12000.0,Right,Black / Blue,Mid-Range Gaming,44.0
Logitech M325c Blu Trance,35.79,Optical,Wireless,1000.0,Both,Blue / Black,Portable,41.67
Logitech M325c Lady Lily,20.47,Optical,Wireless,1000.0,Both,White / Multicolor,Office/Budget,41.67
Logitech M325c Floral Spiral,32.99,Optical,Wireless,1000.0,Both,White / Pink,Portable,41.67
Logitech M325c Taboo,22.46,Optical,Wireless,1000.0,Both,Black / Red,Office/Budget,41.67
Logitech M325c Natural Jewelry,20.47,Optical,Wireless,1000.0,Both,Purple / Multicolor,Office/Budget,41.67
Logitech M325c Dark Fleur,20.47,Optical,Wireless,1000.0,Both,White / Black,Office/Budget,41.67
Logitech M317C Blue Trance,35.86,Optical,Wireless,1000.0,Both,Blue / Black,Portable,41.67
Logitech M317c Lady on the Lily,20.47,Optical,Wireless,1000.0,Both,White / Multicolor,Office/Budget,41.67
Logitech M317c Dark Fleur,20.47,Optical,Wireless,1000.0,Both,White / Black,Office/Budget,41.67
Logitech M325c Forest Floral,28.27,Optical,Wireless,1000.0,Both,Blue / Black,Office/Budget,41.67
Logitech M325c Himalayan Fern,16.0,Optical,Wireless,1000.0,Both,Silver / Black,Office/Budget,41.67
Logitech M325c Urban Grey,20.47,Optical,Wireless,1000.0,Both,Gray / White,Office/Budget,41.67
Logitech M325c Blue Camo,48.0,Optical,Wireless,1000.0,Both,Blue / Black,Portable,41.67
Logitech M325c Urban Sunset,39.95,Optical,Wireless,1000.0,Both,Orange / Red,Portable,41.67
Acer AMR513,33.47,Optical,Wireless,1000.0,Both,Red / Black,Portable,41.67
Adesso IMOUSE W4,29.0,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Adesso IMOUSE X3,41.75,Optical,Wired,6400.0,Right,Black / Gold,Mid-Range Gaming,34.67
Adesso iMouse E10,37.99,Optical,Wireless,1600.0,Right,Black,Portable,42.67
Adesso iMouse E30,39.5,Optical,Wireless,4800.0,Right,Black,Portable,48.0
Adesso iMouse E55,23.58,Optical,Wireless,1000.0,Right,Black,Office/Budget,41.67
Adesso iMouse E70,83.75,Optical,Wireless,4800.0,Left,Black,Portable,48.0
Adesso iMouse M20B,17.95,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Adesso iMouse S200B,23.79,Optical,Wireless,2000.0,Right,Black,Office/Budget,43.33
Adesso iMouse S5,12.19,Optical,Wired,1000.0,Both,Black,Office/Budget,25.67
Adesso iMouse S70G,21.47,Optical,Wireless,1000.0,Both,Green / Black,Office/Budget,41.67
Adesso iMouse T40 Trackball,44.39,Optical,Wireless,4800.0,Both,Black / Red,Portable,48.0
Adesso iMouse S8R,10.79,Optical,Wired,1600.0,Both,Red / Black,Office/Budget,26.67
Adesso iMouse S100B,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Adesso iMouse T30,35.9,Optical,Wireless,4800.0,Right,Black / Red,Portable,48.0
Adesso iMouse S70P,35.77,Optical,Wireless,1000.0,Both,Pink / Black,Portable,41.67
Adesso iMouse S50,15.59,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Adesso iMouse M40,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Adesso iMouse S80B,21.18,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Adesso iMouse S80L,21.11,Optical,Wireless,1600.0,Right,Blue / Black,Office/Budget,42.67
Acco Kensington K72337US,56.36,Optical,Wired,3200.0,Both,Black / Blue,Mid-Range Gaming,29.33
Acco KENSINGTON K64327F,14.28,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
ADATA XPG INFAREX M10,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
Fellowes Penguin Medium,98.81,Laser,Wired,1200.0,Both,Black / Silver,Mid-Range Gaming,26.0
Microsoft KTF-00001,49.99,Optical,Bluetooth Wireless,3200.0,Both,Black,Portable,45.33
Evoluent VMCRWG Vertical Mouse C,109.95,Optical,Wireless,2600.0,Right,Gold / Black,Portable,44.33
Fellowes Penguin Large,75.14,Laser,Wired,1200.0,Both,Black / Silver,Mid-Range Gaming,26.0
Microsoft Sculpt Mobile,28.74,Laser,Wireless,3200.0,Both,Black / Blue,Office/Budget,45.33
Lenovo 0A34282,32.04,Laser,Wireless,1600.0,Both,Black / Red,Portable,42.67
Kodak IMOUSE Q10,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Logitech M325c Urban Lagoon,35.79,Optical,Wireless,1000.0,Both,Blue / Black,Portable,41.67
SIIG JK-WR0912-S2,49.1,Optical,Wireless,3200.0,Right,Red / Black,Portable,45.33
Rosewill RWM-002,18.08,Optical,Wireless,1200.0,Both,White / Black,Office/Budget,42.0
Rosewill RWM-003,19.21,Optical,Wireless,1200.0,Both,Gray / Black,Office/Budget,42.0
Rosewill RWM-004,31.32,Optical,Wireless,1200.0,Both,Blue / Black,Portable,42.0
SIIG JK-WR0B12-S2,30.08,Optical,Wireless,1000.0,Right,Blue / Black,Portable,41.67
Rosewill ION D12,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
SIIG JK-WR0M12-S1,16.04,Optical,Wireless,1200.0,Both,Black,Office/Budget,42.0
Verbatim 98113 Go Mini Travel,14.18,Optical,Wired,3200.0,Both,Silver / Black,Office/Budget,29.33
Verbatim 99770 Silent Wireless Blue Led,13.99,Laser,Wireless,3200.0,Both,Blue / Black,Office/Budget,45.33
Verbatim Verbatim 99777 Silent Wireless Blue Led,14.95,Laser,Wireless,3200.0,Both,Black,Office/Budget,45.33
Targus W573,44.23,Laser,Wireless,3200.0,Both,Black,Portable,45.33
Targus W574,61.87,Laser,Wireless,3200.0,Right,Black,Portable,45.33
V7 MW600-1N,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Verbatim 99780 Silent Wireless Blue Led,18.98,Optical,Wireless,3200.0,Both,Red / Black,Office/Budget,45.33
GAMDIAS Zeus E2,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
HP OMEN 400,69.97,Optical,Wired,5000.0,Right,Black / Red,Mid-Range Gaming,32.33
Adesso iMouse E3,59.54,Optical,Wired,6400.0,Right,Black,Mid-Range Gaming,34.67
SIIG JK-WR0N12-S1,19.21,Optical,Wireless,1200.0,Both,Gray / Black,Office/Budget,42.0
V7 MW500-1N,24.81,Optical,Wireless,1600.0,Right,Black,Office/Budget,42.67
Microsoft ELG-00027,59.99,Optical,Bluetooth Wireless,1000.0,Both,Pink,Portable,41.67
Kensington K72339USA,19.98,Optical,Wired,3200.0,Both,Black,Office/Budget,29.33
Key Ovation Newtral 3,58.2,Optical,Wired,3000.0,Right,Black,Mid-Range Gaming,29.0
SMK-Link VP3830-TAA,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Inland 7338,13.45,Optical,Wired,3200.0,Both,Transparent / Gray,Office/Budget,29.33
SMK-Link VP3831,19.58,Optical,Wired,2400.0,Right,Black,Office/Budget,28.0
Verbatim 70233,9.97,Optical,Wired,3200.0,Both,Blue / Black,Office/Budget,29.33
Verbatim 70238,15.21,Optical,Wired,3200.0,Both,Purple / Silver,Office/Budget,29.33
Verbatim 70234,8.94,Optical,Wired,3200.0,Both,Red / Black,Office/Budget,29.33
Verbatim 99746,55.34,Optical,Wireless,3200.0,Right,Purple / White,Portable,45.33
Cooler Master MM710 Glossy White,48.21,Optical,Wired,16000.0,Right,White,Mid-Range Gaming,50.67
G-Wolves HT-M 3360 Ash,53.12,Optical,Wired,12000.0,Right,Silver,Mid-Range Gaming,44.0
G-Wolves HT-M 3360 White,43.16,Optical,Wired,12000.0,Right,White,Mid-Range Gaming,44.0
G-Wolves HT-M 3360 White/Blue,53.12,Optical,Wired,12000.0,Right,White / Blue,Mid-Range Gaming,44.0
Microsoft ELG-00040,63.99,Laser,Bluetooth Wireless,1000.0,Both,Green,Portable,41.67
Aula Ghost Shark,47.37,Optical,Wired,2000.0,Right,Black / Silver,Mid-Range Gaming,27.33
Aula Enter Tainer,54.05,Optical,Wired,4000.0,Right,Black,Mid-Range Gaming,30.67
Verbatim 99747,15.66,Laser,Wireless,3200.0,Both,Blue / Black,Office/Budget,45.33
Evoluent VMDSW Vertical Mouse D Small,114.95,Laser,Wireless,1600.0,Right,Black,Portable,42.67
Verbatim 70243,26.74,Laser,Wireless,1600.0,Right,Red / Black,Office/Budget,42.67
Verbatim 70236,17.89,Optical,Wired,3200.0,Both,Red / Silver,Office/Budget,29.33
Verbatim 70245,16.44,Optical,Wireless,1600.0,Right,Silver / Black,Office/Budget,42.67
Verbatim 70237,15.71,Optical,Wired,3200.0,Both,Blue / Silver,Office/Budget,29.33
Verbatim 70247,19.95,Laser,Wireless,1600.0,Right,Blue,Office/Budget,42.67
Verbatim 70244,19.1,Laser,Wireless,1600.0,Right,Blue / Black,Office/Budget,42.67
Acer Urban Factory Anti-stress Mouse,51.03,Optical,Wired,800.0,Both,Black / Silver,Mid-Range Gaming,25.33
Acer Urban Factory Crazy Mouse,16.57,Optical,Wired,800.0,Both,Blue / White,Office/Budget,25.33
HP 1JR32AA#ABA,13.71,Optical,Wired,1600.0,Both,Black,Office/Budget,26.67
SMK-Link Gyration Air Mouse Elite,30.45,Laser,Wireless,3200.0,Both,Black / Silver,Portable,45.33
SMK-Link AIR Mouse GO Plus,30.45,Laser,Wireless,3200.0,Both,Black / Silver,Portable,45.33
ABKONCORE A900,43.87,Optical,Wired,16000.0,Right,Black / Silver,Mid-Range Gaming,50.67
Endgame Gear XM1,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Biostar Racing AM3,48.59,Optical,Wired,5000.0,Right,Black / Blue,Mid-Range Gaming,32.33
Xtreme Gaming DS-2535,79.11,Laser,Wired,16400.0,Right,Black,Mid-Range Gaming,51.33
SPC Gear LIX,39.98,Optical,Wired,8000.0,Right,Black,Mid-Range Gaming,37.33
Venatos Swapper Pro,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
SteelSeries Rival 300 CS:GO Fade Edition,44.65,Optical,Wired,6500.0,Right,Purple / Yellow,Mid-Range Gaming,34.83
Tempest X5S Strider RGB,32.81,Optical,Wired,4800.0,Right,Black,Mid-Range Gaming,32.0
GAMDIAS ZEUS E1,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
GAMDIAS ZEUS E1A,33.99,Optical,Wired,4200.0,Right,Black,Mid-Range Gaming,31.0
GAMDIAS ZEUS M1,32.74,Optical,Wired,7000.0,Right,Black,Mid-Range Gaming,35.67
GAMDIAS ZEUS M2,43.38,Optical,Wired,10800.0,Right,Black,Mid-Range Gaming,42.0
GAMDIAS ZEUS M3,48.26,Optical,Wired,7200.0,Right,Black,Mid-Range Gaming,36.0
GAMDIAS ZEUS M4,39.7,Optical,Wired,12800.0,Right,Black,Mid-Range Gaming,45.33
Mad Catz R.A.T. 2+,46.98,Optical,Wired,5000.0,Both,Black,Mid-Range Gaming,32.33
Monoprice Dark Matter Hyper-K,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
Monoprice Dark Matter Super-K,45.51,Optical,Wired,18000.0,Right,Black,Mid-Range Gaming,54.0
Monoprice Dark Matter Aether,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
3M Ergonomic EM500GPL,38.06,Optical,Wired,3200.0,Right,None,Mid-Range Gaming,29.33
SteelSeries PRIME: BLACK ICE EDITION,49.2,Optical,Wired,18000.0,Right,Translucent Gray / Green,Mid-Range Gaming,54.0
ninjutso Katana,52.1,Optical,Wired,16000.0,Right,Black,Mid-Range Gaming,50.67
A4Tech A4-MS0034,58.2,Optical,Wired,3200.0,Right,Black,Mid-Range Gaming,29.33
